"RelativePath","LineNumber","Pattern","Text"
"05-ai-agents\07-analytics-team\12_AI_REPORTING_MANAGER.md","317","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\13_AI_DATA_VISUALIZATION_SPECIALIST.md","1","ðŸ","# ðŸ“Š AI DATA VISUALIZATION SPECIALIST"
"05-ai-agents\07-analytics-team\13_AI_DATA_VISUALIZATION_SPECIALIST.md","288","â€“","# 22â€“40"
"05-ai-agents\07-analytics-team\13_AI_DATA_VISUALIZATION_SPECIALIST.md","314","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\14_AI_KPI_MANAGER.md","1","ðŸ","# ðŸ“ˆ AI KPI MANAGER"
"05-ai-agents\07-analytics-team\14_AI_KPI_MANAGER.md","278","â€“","# 21â€“40"
"05-ai-agents\07-analytics-team\14_AI_KPI_MANAGER.md","305","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\15_AI_DATA_QUALITY_MANAGER.md","1","ðŸ","# ðŸ›¡ AI DATA QUALITY MANAGER"
"05-ai-agents\07-analytics-team\15_AI_DATA_QUALITY_MANAGER.md","285","â€“","# 21â€“40"
"05-ai-agents\07-analytics-team\15_AI_DATA_QUALITY_MANAGER.md","312","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\16_AI_ANALYTICS_PROJECT_MANAGER.md","1","ðŸ","# ðŸ“‹ AI ANALYTICS PROJECT MANAGER"
"05-ai-agents\07-analytics-team\16_AI_ANALYTICS_PROJECT_MANAGER.md","288","â€“","# 21â€“40"
"05-ai-agents\07-analytics-team\16_AI_ANALYTICS_PROJECT_MANAGER.md","315","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\AI_COLLABORATION_MATRIX.md","1","ðŸ","# ðŸ¤ AI Collaboration Matrix"
"05-ai-agents\07-analytics-team\AI_COLLABORATION_MATRIX.md","337","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\DATA_SOURCE_MAP.md","1","ðŸ","# ðŸ—‚ï¸ Data Source Map"
"05-ai-agents\07-analytics-team\DATA_SOURCE_MAP.md","409","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\IMPLEMENTATION_GUIDE.md","1","ðŸ","# ðŸš€ Analytics Team Implementation Guide"
"05-ai-agents\07-analytics-team\IMPLEMENTATION_GUIDE.md","41","â€”","## Phase 1 â€” Foundation"
"05-ai-agents\07-analytics-team\IMPLEMENTATION_GUIDE.md","61","â€”","## Phase 2 â€” Business Analytics"
"05-ai-agents\07-analytics-team\IMPLEMENTATION_GUIDE.md","80","â€”","## Phase 3 â€” Intelligence Layer"
"05-ai-agents\07-analytics-team\IMPLEMENTATION_GUIDE.md","98","â€”","## Phase 4 â€” Enterprise Features"
"05-ai-agents\07-analytics-team\IMPLEMENTATION_GUIDE.md","110","â€”","## Phase 5 â€” Production"
"05-ai-agents\07-analytics-team\IMPLEMENTATION_GUIDE.md","377","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\INDEX.md","1","ðŸ","# ðŸ“Š Analytics Team Index"
"05-ai-agents\07-analytics-team\INDEX.md","241","ðŸ","| Management Documents | ðŸŸ¡ In Progress |"
"05-ai-agents\07-analytics-team\INDEX.md","242","ðŸ","| Documentation | ðŸŸ¡ In Progress |"
"05-ai-agents\07-analytics-team\INDEX.md","255","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\KPI_LIBRARY.md","1","ðŸ","# ðŸ“ˆ KPI Library"
"05-ai-agents\07-analytics-team\KPI_LIBRARY.md","215","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","1","ðŸ","# ðŸ“Š Metric Catalog"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","50","Ã","| Average Order Value (AOV) | Revenue Ã· Orders | PKR | AI Sales Analyst | Real-time |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","51","Ã","| Sales Growth | (Current - Previous) Ã· Previous Ã—100 | % | AI Sales Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","52","Ã","| Orders Per Hour | Orders Ã· Hours | Orders | AI Sales Analyst | Hourly |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","62","Ã","| Customer Retention Rate | Returning Ã· Total Ã—100 | % | AI Customer Analyst | Monthly |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","63","Ã","| Customer Churn Rate | Lost Ã· Total Ã—100 | % | AI Customer Analyst | Monthly |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","64","Ã","| Customer Lifetime Value (CLV) | Total Revenue Ã· Customers | PKR | AI Customer Analyst | Monthly |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","73","Ã","| Campaign ROI | (Revenue-Cost) Ã· Cost Ã—100 | % | AI Marketing Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","74","Ã","| ROAS | Revenue Ã· Ad Spend | Ratio | AI Marketing Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","75","Ã","| Conversion Rate | Orders Ã· Visitors Ã—100 | % | AI Marketing Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","76","Ã","| Click Through Rate | Clicks Ã· Impressions Ã—100 | % | AI Marketing Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","77","Ã","| Cost Per Acquisition | Spend Ã· Customers | PKR | AI Marketing Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","85","Ã","| Kitchen Efficiency | Completed Ã· Received Ã—100 | % | AI Operations Analyst | Hourly |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","87","Ã","| Food Waste | Waste Ã· Production Ã—100 | % | AI Operations Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","88","Ã","| SOP Compliance | Compliant Ã· Total Ã—100 | % | AI Operations Analyst | Weekly |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","97","Ã","| On-Time Delivery Rate | On-Time Ã· Total Ã—100 | % | AI Delivery Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","98","Ã","| Delivery Success Rate | Successful Ã· Total Ã—100 | % | AI Delivery Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","99","Ã","| Cost Per Delivery | Delivery Cost Ã· Deliveries | PKR | AI Delivery Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","109","Ã","| Gross Margin | Gross Profit Ã· Revenue Ã—100 | % | AI Financial Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","110","Ã","| Net Margin | Net Profit Ã· Revenue Ã—100 | % | AI Financial Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","119","Ã","| Inventory Turnover | Usage Ã· Average Inventory | Ratio | AI Operations Analyst | Weekly |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","120","Ã","| Stock Availability | Available Ã· Required Ã—100 | % | AI Operations Analyst | Real-time |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","121","Ã","| Stock Out Rate | Stock Outs Ã· Products Ã—100 | % | AI Operations Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","129","Ã","| Staff Productivity | Orders Ã· Staff | Ratio | AI Operations Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","130","Ã","| Attendance Rate | Present Ã· Total Ã—100 | % | AI Operations Analyst | Daily |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","131","Ã","| Training Completion | Completed Ã· Assigned Ã—100 | % | AI Operations Analyst | Monthly |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","140","Ã","| Forecast Accuracy | Correct Ã· Total Ã—100 | % | AI Predictive Analytics Engine | Weekly |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","141","Ã","| KPI Achievement Rate | Achieved Ã· Total Ã—100 | % | AI KPI Manager | Weekly |"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","192","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\ORG_CHART.md","1","ðŸ","# ðŸ¢ Analytics Team Organization Chart"
"05-ai-agents\07-analytics-team\ORG_CHART.md","239","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\README.md","1","ðŸ","# ðŸ“Š Analytics Team"
"05-ai-agents\07-analytics-team\REPORT_CATALOG.md","1","ðŸ","# ðŸ“‘ Report Catalog"
"05-ai-agents\07-analytics-team\REPORT_CATALOG.md","265","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","1","ðŸ","# ðŸ”„ Analytics Team Workflow Map"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","100","â€”","# Workflow 01 â€” Sales Analytics"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","136","â€”","# Workflow 02 â€” Customer Analytics"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","168","â€”","# Workflow 03 â€” Marketing Analytics"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","196","â€”","# Workflow 04 â€” Operations Analytics"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","224","â€”","# Workflow 05 â€” Delivery Analytics"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","252","â€”","# Workflow 06 â€” Financial Analytics"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","280","â€”","# Workflow 07 â€” Predictive Analytics"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","312","â€”","# Workflow 08 â€” Executive Reporting"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","336","â€”","# Workflow 09 â€” KPI Management"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","368","â€”","# Workflow 10 â€” Data Quality"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","456","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\01_AI_GOVERNANCE_ARCHITECT.md","1","ðŸ","# ðŸ›ï¸ AI GOVERNANCE ARCHITECT"
"05-ai-agents\08-governance-team\01_AI_GOVERNANCE_ARCHITECT.md","546","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\02_AI_CONSTITUTION_MANAGER.md","1","ðŸ","# ðŸ“œ AI CONSTITUTION MANAGER"
"05-ai-agents\08-governance-team\02_AI_CONSTITUTION_MANAGER.md","546","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\03_AI_POLICY_MANAGER.md","1","ðŸ","# ðŸ“˜ AI POLICY MANAGER"
"05-ai-agents\08-governance-team\03_AI_POLICY_MANAGER.md","546","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\04_AI_APPROVAL_WORKFLOW_MANAGER.md","548","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\05_AI_PERMISSION_MANAGER.md","1","ðŸ","# ðŸ” AI PERMISSION MANAGER"
"05-ai-agents\08-governance-team\05_AI_PERMISSION_MANAGER.md","546","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\06_AI_RISK_MANAGER.md","545","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\07_AI_COMPLIANCE_MANAGER.md","1","ðŸ","# ðŸ“‹ AI COMPLIANCE MANAGER"
"05-ai-agents\08-governance-team\07_AI_COMPLIANCE_MANAGER.md","546","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\08_AI_AUDIT_MANAGER.md","1","ðŸ","# ðŸ“‘ AI AUDIT MANAGER"
"05-ai-agents\08-governance-team\08_AI_AUDIT_MANAGER.md","542","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\09_AI_SECURITY_GOVERNANCE_MANAGER.md","1","ðŸ","# ðŸ›¡ï¸ AI SECURITY GOVERNANCE MANAGER"
"05-ai-agents\08-governance-team\09_AI_SECURITY_GOVERNANCE_MANAGER.md","550","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\10_AI_ETHICS_MANAGER.md","549","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\11_AI_DECISION_ENGINE_MANAGER.md","1","ðŸ","# ðŸ§  AI DECISION ENGINE MANAGER"
"05-ai-agents\08-governance-team\11_AI_DECISION_ENGINE_MANAGER.md","567","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\12_AI_ACCESS_CONTROL_MANAGER.md","1","ðŸ","# ðŸšª AI ACCESS CONTROL MANAGER"
"05-ai-agents\08-governance-team\12_AI_ACCESS_CONTROL_MANAGER.md","551","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\13_AI_CHANGE_MANAGEMENT_MANAGER.md","1","ðŸ","# ðŸ”„ AI CHANGE MANAGEMENT MANAGER"
"05-ai-agents\08-governance-team\13_AI_CHANGE_MANAGEMENT_MANAGER.md","560","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\14_AI_INCIDENT_RESPONSE_MANAGER.md","1","ðŸ","# ðŸš¨ AI INCIDENT RESPONSE MANAGER"
"05-ai-agents\08-governance-team\14_AI_INCIDENT_RESPONSE_MANAGER.md","565","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\15_AI_BUSINESS_CONTINUITY_MANAGER.md","1","ðŸ","# ðŸ¢ AI BUSINESS CONTINUITY MANAGER"
"05-ai-agents\08-governance-team\15_AI_BUSINESS_CONTINUITY_MANAGER.md","551","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\16_AI_GOVERNANCE_PROJECT_MANAGER.md","1","ðŸ","# ðŸ‘‘ AI GOVERNANCE PROJECT MANAGER"
"05-ai-agents\08-governance-team\16_AI_GOVERNANCE_PROJECT_MANAGER.md","555","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\GOVERNANCE_GUIDE.md","1","ðŸ","# ðŸ“˜ Governance Department Guide"
"05-ai-agents\08-governance-team\GOVERNANCE_GUIDE.md","400","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\INDEX.md","1","ðŸ","# ðŸ“‘ Governance Department Index"
"05-ai-agents\08-governance-team\INDEX.md","231","ðŸ","| Core Documents | ðŸš§ In Progress |"
"05-ai-agents\08-governance-team\INDEX.md","232","ðŸ","| Governance Standards | ðŸš§ In Progress |"
"05-ai-agents\08-governance-team\INDEX.md","233","ðŸ","| Department Structure | ðŸš§ In Progress |"
"05-ai-agents\08-governance-team\INDEX.md","256","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\KPI_FRAMEWORK.md","1","ðŸ","# ðŸ“ˆ Governance Department KPI Framework"
"05-ai-agents\08-governance-team\KPI_FRAMEWORK.md","247","Ã","| Security Monitoring | 24Ã—7 |"
"05-ai-agents\08-governance-team\KPI_FRAMEWORK.md","286","â€“","| 95â€“100 | Platinum |"
"05-ai-agents\08-governance-team\KPI_FRAMEWORK.md","287","â€“","| 90â€“94 | Gold |"
"05-ai-agents\08-governance-team\KPI_FRAMEWORK.md","288","â€“","| 80â€“89 | Silver |"
"05-ai-agents\08-governance-team\KPI_FRAMEWORK.md","289","â€“","| 70â€“79 | Bronze |"
"05-ai-agents\08-governance-team\KPI_FRAMEWORK.md","389","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\ORG_CHART.md","1","ðŸ","# ðŸ›ï¸ Governance Department Organization Chart"
"05-ai-agents\08-governance-team\ORG_CHART.md","341","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\README.md","1","ðŸ","# ðŸ›ï¸ Governance Team"
"05-ai-agents\08-governance-team\README.md","218","ðŸ","| Core Documentation | ðŸš§ In Progress |"
"05-ai-agents\08-governance-team\README.md","223","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\RESPONSIBILITY_MATRIX.md","1","ðŸ","# ðŸ“Š Governance Department Responsibility Matrix"
"05-ai-agents\08-governance-team\RESPONSIBILITY_MATRIX.md","207","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\ROADMAP.md","1","ðŸ","# ðŸ—ºï¸ Governance Department Roadmap"
"05-ai-agents\08-governance-team\ROADMAP.md","46","â€”","# Phase 1 â€” Foundation"
"05-ai-agents\08-governance-team\ROADMAP.md","48","â€“","**Timeline:** Months 1â€“3"
"05-ai-agents\08-governance-team\ROADMAP.md","76","â€”","# Phase 2 â€” Standardization"
"05-ai-agents\08-governance-team\ROADMAP.md","78","â€“","**Timeline:** Months 4â€“6"
"05-ai-agents\08-governance-team\ROADMAP.md","102","â€”","# Phase 3 â€” Intelligent Governance"
"05-ai-agents\08-governance-team\ROADMAP.md","104","â€“","**Timeline:** Months 7â€“12"
"05-ai-agents\08-governance-team\ROADMAP.md","128","â€”","# Phase 4 â€” Autonomous Governance"
"05-ai-agents\08-governance-team\ROADMAP.md","130","â€“","**Timeline:** Months 13â€“18"
"05-ai-agents\08-governance-team\ROADMAP.md","154","â€”","# Phase 5 â€” Governance OS"
"05-ai-agents\08-governance-team\ROADMAP.md","156","â€“","**Timeline:** Months 19â€“24"
"05-ai-agents\08-governance-team\ROADMAP.md","307","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\08-governance-team\WORKFLOW_MAP.md","1","ðŸ","# ðŸ”„ Governance Department Workflow Map"
"05-ai-agents\08-governance-team\WORKFLOW_MAP.md","804","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\01_AI_SECURITY_ARCHITECT.md","1","ðŸ","# ðŸ›¡ï¸ AI SECURITY ARCHITECT"
"05-ai-agents\09-security-team\01_AI_SECURITY_ARCHITECT.md","546","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\02_AI_SOC_MANAGER.md","1","ðŸ","# ðŸ›¡ï¸ AI SOC MANAGER"
"05-ai-agents\09-security-team\02_AI_SOC_MANAGER.md","29","Ã","| Primary Responsibility | 24Ã—7 Security Monitoring |"
"05-ai-agents\09-security-team\02_AI_SOC_MANAGER.md","554","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\03_AI_THREAT_INTELLIGENCE_MANAGER.md","1","ðŸ","# ðŸŽ¯ AI THREAT INTELLIGENCE MANAGER"
"05-ai-agents\09-security-team\03_AI_THREAT_INTELLIGENCE_MANAGER.md","549","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\04_AI_VULNERABILITY_MANAGER.md","1","ðŸ","# ðŸ›¡ï¸ AI VULNERABILITY MANAGER"
"05-ai-agents\09-security-team\04_AI_VULNERABILITY_MANAGER.md","548","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\05_AI_PENETRATION_TEST_MANAGER.md","1","ðŸ","# ðŸŽ¯ AI PENETRATION TEST MANAGER"
"05-ai-agents\09-security-team\05_AI_PENETRATION_TEST_MANAGER.md","549","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\06_AI_ENDPOINT_SECURITY_MANAGER.md","1","ðŸ","# ðŸ’» AI ENDPOINT SECURITY MANAGER"
"05-ai-agents\09-security-team\06_AI_ENDPOINT_SECURITY_MANAGER.md","548","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\07_AI_NETWORK_SECURITY_MANAGER.md","1","ðŸ","# ðŸŒ AI NETWORK SECURITY MANAGER"
"05-ai-agents\09-security-team\07_AI_NETWORK_SECURITY_MANAGER.md","550","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\08_AI_APPLICATION_SECURITY_MANAGER.md","1","ðŸ","# ðŸ›¡ï¸ AI APPLICATION SECURITY MANAGER"
"05-ai-agents\09-security-team\08_AI_APPLICATION_SECURITY_MANAGER.md","558","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\09_AI_CLOUD_SECURITY_MANAGER.md","552","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\10_AI_IDENTITY_SECURITY_MANAGER.md","1","ðŸ","# ðŸ” AI IDENTITY SECURITY MANAGER"
"05-ai-agents\09-security-team\10_AI_IDENTITY_SECURITY_MANAGER.md","550","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\11_AI_SECURITY_OPERATIONS_MANAGER.md","1","ðŸ","# ðŸ›¡ï¸ AI SECURITY OPERATIONS MANAGER"
"05-ai-agents\09-security-team\11_AI_SECURITY_OPERATIONS_MANAGER.md","548","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\12_AI_DIGITAL_FORENSICS_MANAGER.md","1","ðŸ","# ðŸ” AI DIGITAL FORENSICS MANAGER"
"05-ai-agents\09-security-team\12_AI_DIGITAL_FORENSICS_MANAGER.md","550","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\13_AI_SECURITY_AWARENESS_MANAGER.md","1","ðŸ","# ðŸŽ“ AI SECURITY AWARENESS MANAGER"
"05-ai-agents\09-security-team\13_AI_SECURITY_AWARENESS_MANAGER.md","548","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\14_AI_PRIVACY_MANAGER.md","1","ðŸ","# ðŸ”’ AI PRIVACY MANAGER"
"05-ai-agents\09-security-team\14_AI_PRIVACY_MANAGER.md","548","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\15_AI_SECURITY_AUTOMATION_MANAGER.md","1","ðŸ","# ðŸ¤– AI SECURITY AUTOMATION MANAGER"
"05-ai-agents\09-security-team\15_AI_SECURITY_AUTOMATION_MANAGER.md","548","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\16_AI_SECURITY_PROJECT_MANAGER.md","1","ðŸ","# ðŸ›¡ï¸ AI SECURITY PROJECT MANAGER"
"05-ai-agents\09-security-team\16_AI_SECURITY_PROJECT_MANAGER.md","549","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\INDEX.md","1","ðŸ","# ðŸ“‘ Security Department Index"
"05-ai-agents\09-security-team\INDEX.md","238","ðŸ","| Core Documents | ðŸš§ Started |"
"05-ai-agents\09-security-team\INDEX.md","239","ðŸ","| Security Standards | ðŸš§ Planned |"
"05-ai-agents\09-security-team\INDEX.md","240","ðŸ","| Organization Structure | ðŸš§ Planned |"
"05-ai-agents\09-security-team\INDEX.md","263","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\KPI_FRAMEWORK.md","1","ðŸ","# ðŸ“ˆ Security Department KPI Framework"
"05-ai-agents\09-security-team\KPI_FRAMEWORK.md","261","Ã","| Security Monitoring | 24Ã—7 |"
"05-ai-agents\09-security-team\KPI_FRAMEWORK.md","309","â€“","| 95â€“100 | Platinum |"
"05-ai-agents\09-security-team\KPI_FRAMEWORK.md","310","â€“","| 90â€“94 | Gold |"
"05-ai-agents\09-security-team\KPI_FRAMEWORK.md","311","â€“","| 80â€“89 | Silver |"
"05-ai-agents\09-security-team\KPI_FRAMEWORK.md","312","â€“","| 70â€“79 | Bronze |"
"05-ai-agents\09-security-team\KPI_FRAMEWORK.md","426","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\ORG_CHART.md","1","ðŸ","# ðŸ›¡ï¸ Security Department Organization Chart"
"05-ai-agents\09-security-team\ORG_CHART.md","421","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\README.md","1","ðŸ","# ðŸ›¡ï¸ Security Team"
"05-ai-agents\09-security-team\README.md","164","ðŸ","| Core Documentation | ðŸš§ Started |"
"05-ai-agents\09-security-team\README.md","169","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\RESPONSIBILITY_MATRIX.md","1","ðŸ","# ðŸ“Š Security Department Responsibility Matrix"
"05-ai-agents\09-security-team\RESPONSIBILITY_MATRIX.md","242","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\ROADMAP.md","1","ðŸ","# ðŸ›¡ï¸ Security Department Roadmap"
"05-ai-agents\09-security-team\ROADMAP.md","46","â€”","# Phase 1 â€” Security Foundation"
"05-ai-agents\09-security-team\ROADMAP.md","48","â€“","**Timeline:** Months 1â€“3"
"05-ai-agents\09-security-team\ROADMAP.md","74","â€”","# Phase 2 â€” Security Standardization"
"05-ai-agents\09-security-team\ROADMAP.md","76","â€“","**Timeline:** Months 4â€“6"
"05-ai-agents\09-security-team\ROADMAP.md","101","â€”","# Phase 3 â€” AI-Assisted Security"
"05-ai-agents\09-security-team\ROADMAP.md","103","â€“","**Timeline:** Months 7â€“12"
"05-ai-agents\09-security-team\ROADMAP.md","127","â€”","# Phase 4 â€” Autonomous Security"
"05-ai-agents\09-security-team\ROADMAP.md","129","â€“","**Timeline:** Months 13â€“18"
"05-ai-agents\09-security-team\ROADMAP.md","153","â€”","# Phase 5 â€” Mianx.ai Security OS"
"05-ai-agents\09-security-team\ROADMAP.md","155","â€“","**Timeline:** Months 19â€“24"
"05-ai-agents\09-security-team\ROADMAP.md","303","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\SECURITY_GUIDE.md","1","ðŸ","# ðŸ” Security Department Guide"
"05-ai-agents\09-security-team\SECURITY_GUIDE.md","60","â€”","Security begins during architecture and designâ€”not after deployment."
"05-ai-agents\09-security-team\SECURITY_GUIDE.md","72","Ã","Security monitoring operates 24Ã—7 across all environments."
"05-ai-agents\09-security-team\SECURITY_GUIDE.md","386","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\09-security-team\WORKFLOW_MAP.md","1","ðŸ","# ðŸ”„ Security Department Workflow Map"
"05-ai-agents\09-security-team\WORKFLOW_MAP.md","785","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\10-devops-team\01_AI_DEVOPS_DIRECTOR.md","1","ðŸ","# ðŸ‘¨â€ðŸ’¼ AI DevOps Director"
"05-ai-agents\10-devops-team\01_AI_DEVOPS_DIRECTOR.md","332","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\10-devops-team\02_AI_PLATFORM_ENGINEERING_MANAGER.md","1","ðŸ","# ðŸ—ï¸ AI Platform Engineering Manager"
"05-ai-agents\10-devops-team\02_AI_PLATFORM_ENGINEERING_MANAGER.md","361","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\10-devops-team\03_AI_CI_CD_MANAGER.md","1","ðŸ","# ðŸ”„ AI CI/CD Manager"
"05-ai-agents\10-devops-team\03_AI_CI_CD_MANAGER.md","417","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\10-devops-team\04_AI_DOCKER_MANAGER.md","1","ðŸ","# ðŸ³ AI Docker Manager"
"05-ai-agents\10-devops-team\04_AI_DOCKER_MANAGER.md","413","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\10-devops-team\05_AI_KUBERNETES_MANAGER.md","442","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\10-devops-team\06_AI_CLOUD_INFRASTRUCTURE_MANAGER.md","349","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\10-devops-team\07_AI_SITE_RELIABILITY_ENGINEERING_MANAGER.md","379","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\10-devops-team\08_AI_OBSERVABILITY_MANAGER.md","1","ðŸ","# ðŸ“Š AI Observability Manager"
"05-ai-agents\10-devops-team\08_AI_OBSERVABILITY_MANAGER.md","394","Â","Â© 2026 Telepizza Platform"
"05-ai-agents\10-devops-team\09_AI_RELEASE_MANAGER.md","1","ðŸ","# ðŸš€ AI Release Manager"
"05-ai-agents\10-devops-team\09_AI_RELEASE_MANAGER.md","429","Â","Â© 2026 Telepizza Platform"
